Q1000078	Moravská Třebová
Q3873552	Poland national under-20 football team
Q3873569	Italy national under-23 football team
Q387380	Golden Globe Award for Best Non-English Language Film
Q38781	FC Torpedo Kutaisi
Q38794	Rildo da Costa Menezes
Q388028	Manfred Ritschel
Q388080	Viktor Paço
Q388220	Nijat Abasov
Q388257	Aziz Ibrahimov
Q388310	Valdice
Q388453	Görwihl
Q388487	Şanlıurfaspor
Q38849	Shintarō Ishihara
Q388800	Şener Özcan
Q388826	Aftenposten Gold Medal
Q388875	Aliaksei Kuchuk
Q388970	NBA Executive of the Year Award
Q388972	FC Metalurh Donetsk
Q388989	Bartosz Karwan
Q389132	Miguel Villalta
Q389302	Ruslan Platon
Q389336	American Academy of Dramatic Arts
Q389598	Nick Punto
Q389628	Filmfare Award for Best Performance in a Comic Role
Q389766	Vincenzo Camilleri
Q389848	Jorge Fossati
Q389879	Esbjerg fB
Q390256	Dunfermline Athletic F.C.
Q390263	Ulrik le Fevre
Q390737	Don Foster
Q390900	Šabina
Q390991	Šakvice
Q391094	Roger Gale
Q391099	FC Lokomotiv Nizhny Novgorod
Q391467	Bart Griemink
Q391628	Šime Vrsaljko
Q3916584	Rabobank Development
Q391789	GAIS
Q39183	FC Zlín
Q391984	Millonarios
Q391987	América de Cali
Q39209	Koray Günter
Q392115	FC Moscow
Q392231	Šošůvka
Q39230	Marquinhos
Q392310	LASK Linz
Q39240	Hochschulen
Q392431	Kwame Quansah
Q392513	Štípa
Q392523	Štítary
Q392537	Štítná nad Vláří-Popov
Q392571	Štěkeň
Q392578	Štěnovický Borek
Q392616	Štěpánovice
Q39287	Oliver Kirch
Q393316	Žabovřesky
Q393326	Žacléř
Q393370	Žampach
Q393429	Žatčany
Q393481	Žehuň
Q393500	Želenice
Q393516	Želetice
Q393578	Železné
Q3936	Bamberg
Q39368	Burgos
Q393686	Academy Award for Best Visual Effects
Q393773	Želnava
Q393839	Ženklava
Q394046	Žilina
Q39416	Currimao
Q394163	Živilė Šarakauskienė
Q394178	Živko Živković
Q3942	Aschaffenburg
Q394213	Žiželice
Q394217	Aglasterhausen
Q394236	Žlutava
Q394393	Žákovice
Q394411	Žárovná
Q394436	Žďár nad Orlicí
Q39444	Ronaldinho
Q394461	Žďár
Q394469	Žďár
Q394481	Žďár
Q394487	Žďár
Q394489	Žďár
Q39511	Dumalneg
Q395274	Michael J. Fox
Q396154	Eusebio Di Francesco
Q39716	Larsen Touré
Q39728	Aléxis Thébaux
Q39752	Johan Martial
Q39856	Ágreda
Q39877	FC Petržalka
Q399683	Agüero
Q399969	Aharon Appelfeld
Q40	Austria
Q400007	BAFTA Award for Best Actor in a Leading Role
Q4001	Garbsen
Q401786	Ahmet Burak Solakel
Q4019	Sindelfingen
Q402016	Ahmet Şahin
Q4024	Frankfurt (Oder)
Q4037	Schwäbisch Gmünd
Q404098	Aidan White
Q404219	Tomasz Copik
Q404398	Zach Pfeffer
Q4047513	Knesset member
Q404977	Diseröd
Q4051	Friedrichshafen
Q405505	Chroustov
Q40615	Marc Márquez
Q406393	
Q40649	Cristina Fernández de Kirchner
Q406764	Air Algérie
Q4068	Stolberg
Q4098	Greifswald
Q4107588	SV Werder Bremen II
Q4122219	Panathinaikos F.C.
Q412502	Cape Town Spurs F.C.
Q4127960	Scotland B national football team
Q41304	Weimar Republic
Q41342	Mary Tyler Moore
Q4140015	Scotland national under-19 football team
Q4140019	Switzerland national under-19 association football team
Q41417	Academy Award for Best Writing, Original Screenplay
Q41420	Borussia Dortmund
Q4146869	Minister of State for Foreign Affairs
Q41506	Stanford University
Q41533	La hermana de garciña
Q41548	Antonio Banderas
Q41572	Mykolaiv
Q417685	Akhisar Belediyespor
Q41895	Kenny Miller
Q419	Peru
Q41942	Labrador
Q420141	Nicolae Mușat
Q4201740	England national under-16 association football team
Q420594	FC Kairat
Q42072	Central Volga Krai
Q420755	A.P.O. Akratitos Ano Liosia
Q421009	Tampa Bay Mutiny
Q421471	Aksel Hennie
Q4220900	MTV Movie Award for Best On-Screen Duo
Q422280	Dieter Van Tornhout
Q42267	Spain men's national football team
Q42308	Kharkiv
Q424160	Akutagawa Prize
Q424646	Akçaabat Sebatspor
Q425592	Rafael Altamira y Crevea
Q425599	FK Jablonec
Q425646	Figuig
Q42574	James Cameron
Q425852	Jean-Luc Vasseur
Q425873	Giuseppe Corradi
Q426206	Valdefresno
Q426513	Maccabi Netanya F.C.
Q426813	Steeven Langil
Q427285	Radu Niculescu
Q42731	Fernando Torres
Q427446	Club Deportivo Universidad Católica
Q42747	Heinrich Böll
Q427491	SKN St. Pölten
Q427716	Aaron Wilbraham
Q428020	Albalat dels Tarongers
Q428047	Apollon Limassol FC
Q428211	Al-Gharafa SC
Q428214	Christian Bataille
Q428431	Ricardo Rocha
Q428450	Liu Shilan
Q428509	Perosillo
Q428673	Josef Silný
Q428808	Grammy Award for Best Song Written for Visual Media
Q428876	Podbřežice
Q428938	Juninho Cearense
Q429011	Howard Nemerov
Q429023	Frickson Erazo
Q429044	Henrik Dalsgaard
Q429158	Álvaro Pintos
Q42930	Dustin Hoffman
Q429468	FC Baden
Q429606	Barak Yitzhaki
Q429630	Al Jazira Club
Q42985	Ivan Pavlov
Q430107	Samsunspor
Q430147	Teror
Q430307	Liaoning F.C.
Q430391	Daniel Ashley Addo
Q430454	Roa
Q430543	Carmen Voicu-Jagodzinsky
Q430669	Franco Colomba
Q43070	Donetsk
Q430910	Hugo Award for Best Dramatic Presentation, Short Form
Q430918	Route nationale 14
Q430951	Kamenný Malíkov
Q430993	Mantova 1911
Q431092	Helen Caldicott
Q431107	Kjetil Rekdal
Q43135	Kevin Rudd
Q43140	Santo Tomas
Q431412	Stade Toulousain
Q431419	Timm Klose
Q43144	Sarah Palin
Q431503	Lyman Spitzer
Q431564	Marian Seldes
Q431957	Cornel Cernea
Q43203	Clint Eastwood
Q432218	Roda Antar
Q432329	Paul Sackey
Q432696	Melek Hu
Q432767	Miguel Pérez
Q43287	German Empire
Q432932	Alexandra Popp
Q433099	Erhan Şentürk
Q43310	Germany men's national association football team
Q433125	Danijel Ljuboja
Q433230	A.P.S. Panthrakikos
Q433274	Emanuele Di Zenzo
Q433352	Frances Oldham Kelsey
Q433358	Elina Danielian
Q433398	Tomáš Černý
Q433529	Atletico Roma F.C.
Q433541	Jeunesse Esch
Q4335955	Order of the Republic
Q433746	Altafulla
Q433759	Milan Susak
Q433773	Bernard Lyot
Q434019	Fuencaliente de La Palma
Q434047	Daan Brandenburg
Q434053	Garafía
Q434192	San Andrés y Sauces
Q434234	Alen Bašić
Q434276	Vlatko Glavaš
Q434362	Pia Sundhage
Q43469	Uyugan
Q43477	FC Shinnik Yaroslavl
Q434929	Altay S.K.
Q43508	Allacapan
Q435122	Květa Eretová
Q435337	Søren Lerby
Q435522	Aljoša Asanović
Q435749	Alpay Özalan
Q436144	Andrew Redmayne
Q436160	Renato Chaves
Q436230	Lucas Biglia
Q43631	Leiden
Q4363133	Computer Pioneer Award
Q436695	Kateřina Němcová
Q436821	Cássio Oliveira
Q437010	Altendorf
Q43710	Antalyaspor
Q437329	Danilo
Q43752	Florian Heller
Q437545	Owen Hargreaves
Q437673	Gastón Ramírez
Q4377230	Prime Minister of Greece
Q438025	Jack Cork
Q438050	Torun Lian
Q438081	Morgan Amalfitano
Q438164	Samuel R. Delany
Q438182	André Cheuva
Q438268	Carlos Johnson
Q438622	Felipe de Souza Campos
Q438652	Mark Birighitti
Q438744	Riitta Uosukainen
Q438939	Louisa Necib Cadamuro
Q439030	Atiba Hutchinson
Q439245	Allen Newell
Q439450	Alex Silva
Q439464	Martin Ehrenreich
Q43969	Muhammad Yunus
Q43974	Louis the Pious
Q439742	Gaby Mudingayi
Q439783	Jakub Wierzchowski
Q439826	Slavoljub Đorđević
Q439918	Herculez Gomez
Q439930	Dušan Kuciak
Q439936	Martin Jakubko
Q440100	Jonathan Lethem
Q440144	Almira Skripchenko
Q440437	Steven Naismith
Q4404583	Prime Minister of Bulgaria
Q440584	Richard Garcia
Q440813	Regina Pokorná
Q440935	Marco Ballotta
Q440996	Marietta Shaginyan
Q44118	Hamit Altıntop
Q441239	Amber Neben
Q44132	Stefanos Dragoumis
Q441352	Fabio Firmani
Q441417	Roman Adamov
Q441649	Hervé Kambou
Q441695	Erjon Bogdani
Q441696	Niclas Heimann
Q441702	David Connolly
Q441752	Martin Pusic
Q442059	Jessica Landström
Q442150	John Barry Nusum
Q44221	Sean Penn
Q442441	Pirri
Q442466	Alexander Varshavsky
Q442537	José Ramón Alexanko
Q442559	Ustaritz Aldekoaotalora
Q44270	Burkina Faso men's national football team
Q442723	Viola Odebrecht
Q44295	FC Arsenal Kyiv
Q44296	FC Chornomorets Odesa
Q443099	Jesse Pye
Q443175	Liu Shiwen
Q443185	Nashat Akram
Q443255	Elias Kachunga
Q443522	Sander Keller
Q443597	Tiko
Q443684	Modeste Mbami
Q443716	Primož Brezec
Q444160	Antonin Koutouan
Q444293	Tomáš Skuhravý
Q44441	Al Ahli FC
Q444577	Panupong Wongsa
Q444626	Andrei Lavrik
Q44464	Rudi Völler
Q444711	Paulo José de Oliveira
Q444766	Daniel Sobralense
Q444853	Furkan Aydın
Q444921	Rauno Alliku
Q445013	Martin Živný
Q445113	Massimo Martino
Q445484	Mate Bilić
Q445496	Hakan Aslantaş
Q445507	Emre Güral
Q445519	Susan Solomon
Q445541	Edmundo
Q4457	Franz Beckenbauer
Q44585	Nobel Prize in Chemistry
Q44620	Franz Josef Strauß
Q446236	Nilton Fernandes
Q446262	Yegor Titov
Q44629	Lionel Cappone
Q446506	Kadir Bekmezci
Q446720	Yury Romanenko
Q44673	Andreas Ottl
Q446846	Bart Goor
Q446941	Gordon R. Dickson
Q44698	Cédric Barbosa
Q447022	Debbi Morgan
Q447031	Ricardo Sá Pinto
Q447128	Bjarni Guðjónsson
Q447215	Lincoln
Q447460	Sara Thunebro
Q44748	Mohammed Rabiu
Q44750	Dialo Guidileye
Q447646	Eduardo Gonçalves de Oliveira
Q447831	Andrey Lyapchev
Q448158	Gerald Ciolek
Q448256	Ekaterina Korbut
Q448257	Rob McConnell
Q448309	Gustav Kral
Q44851	Miguel Torga
Q448576	Lennard Sowah
Q448713	Valeriy Sokolenko
Q44873	Molinaseca
Q448801	Greater district town
Q448906	Joey Didulica
Q449577	Vladimir Lyakhov
Q44977	Pierre-Emerick Aubameyang
Q449873	Carlos bianchi
Q450026	Rudi Assauer
Q45019	Karl Lehmann
Q450237	Aly Wagner
Q45031	Olivier Sorlin
Q450317	Chien-Shiung Wu
Q450335	Antonio Muñoz Molina
Q450358	Nacho Novo
Q450595	Johnny Bjerregaard
Q450900	Nino Khurtsidze
Q450970	Xavier Margairaz
Q451079	Saxon Academy of Sciences and Humanities
Q4512	VfB Stuttgart
Q451330	Ivan Vinogradov
Q451331	Jacques Tits
Q451780	Nate "Tiny" Archibald
Q451870	Jana Krivec
Q452283	Nestlé Children's Book Prize
Q45250	H. C. Artmann
Q452567	Hedvig Lindahl
Q452697	Fervaques
Q452992	Rocky Lekaj
Q453318	Rune Bratseth
Q453408	Jiang Huajun
Q453445	Shelley Olds
Q453607	Tania Sachdev
Q453617	Leif Ove Andsnes
Q453925	FC Vaslui
Q454159	Saint-Julien-d'Arpaon
Q454177	Tatiana Antoshina
Q454192	Sophie Schmidt
Q454410	Murat Duruer
Q4545849	1. FC Nürnberg II
Q454910	Juan Jesus
Q455109	Sam Dominique Abouo
Q455323	Bjørg Vik
Q45538	Robbie Brady
Q455486	Bruno Cheyrou
Q455622	Emmanuel Koné
Q45567	Fernando Morientes
Q455809	Bruno Cirillo
Q455954	Walter Martínez
Q455971	Esteghlal F.C.
Q455991	Hapoel Haifa F.C.
Q456164	Davide Astori
Q456417	Ulises Dávila
Q456442	Felipe El Debs
Q456617	Nolito
Q456647	Ahmed Elmohamady
Q456689	Kalevi Lehtovirta
Q456776	Wes Unseld
Q456893	Marcelo Estigarribia
Q457020	Frank Buchman
Q457163	Columbus Crew
Q45722	cardinal
Q4573	Sean Connery
Q457371	Geraldine McCaughrean
Q457460	SV Ried
Q45747	Viswanathan Anand
Q457472	Torbjörn Caspersson
Q457493	Andrea Arnold
Q457576	José Aílton da Silva
Q457623	Rahman Rezaei
Q457768	Fabiano Oliveira
Q458224	Nobuko Takagi
Q458276	David Jones
Q458338	Paul Ehrlich and Ludwig Darmstaedter Prize
Q458474	Alberico Evani
Q458604	Andrius Skerla
Q459076	Riga Mustapha
Q459090	Club América
Q459148	En Avant de Guingamp
Q459184	Mario Gavranović
Q459218	FC Spartak Trnava
Q459285	Alain Schultz
Q459473	Rhian Wilkinson
Q459486	Nico Siegrist
Q459504	Guusje ter Horst
Q459625	Dmitri Bulykin
Q459707	Diego Costa
Q459748	Pathum Thani
Q459794	Piacenza Calcio
Q460164	Jillian Loyden
Q460258	Pär Bengtsson
Q46040	Chris Paul
Q460448	Cádiz Club de Fútbol
Q460494	Panionios F.C.
Q460724	Hammarby Fotboll
Q460924	Caroline Seger
Q461003	Steven Moffat
Q461200	Tobias Weis
Q461305	Nicola Berti
Q461311	Miguel Pardeza
Q46136	Presles
Q461463	Elisabeta Polihroniade
Q461505	Ederson Honorato Campos
Q461544	Ian Bowyer
Q461666	Sean Dundee
Q462021	Stefan Maierhofer
Q462089	Whitfield Diffie
Q462119	Nenad Erić
Q462230	Néstor Ortigoza
Q462237	Javier de Pedro
Q462411	N.K. Zagreb
Q462446	C. Kumar N. Patel
Q46248	Terry Pratchett
Q462537	Lee Seung-yeoul
Q462792	Lamine Diatta
Q462811	Petko Karavelov
Q463147	America Football Club
Q463358	Emre Aşık
Q463429	Davide Di Gennaro
Q463484	Uwe Möhrle
Q463492	René Houseman
Q463500	Attilio Ferraris
Q463606	American Book Awards
Q463943	Stephan Paßlack
Q464033	Saihou Jagne
Q464216	Eddie Gustafsson
Q464390	Mario Galinović
Q464533	Li Tie
Q464669	Bachirou Salou
Q464751	Milan Stepanov
Q464753	Hjalmar Andersen
Q464775	FC Thun
Q464810	John Warner
Q464846	Liam Miller
Q46502	Juan Sebastián Verón
Q465470	Sébastien Chabal
Q465579	Laura Rogule
Q4656	Pula
Q465813	Krisztián Szabó
Q466041	Tatyana Lioznova
Q466065	Aurel Guga
Q466095	József Pecsovszky
Q466127	Mohamed Kallon
Q466263	Lajos Szűcs
Q46629	Dlouhá Brtnice
Q466483	Aleksandr Pavlovich Aleksandrov
Q466487	Stoyko Sakaliev
Q466513	Vladimir Dzhanibekov
Q466739	Marius Hiller
Q466989	Ali Krieger
Q467027	Buffy Sainte-Marie
Q467143	Sigmund Freud Prize
Q467623	Oleg Grigoryevich Makarov
Q46765	Bussolengo
Q467718	Bryan Gunn
Q468006	Jürgen Milewski
Q468064	Louka Katseli
Q468216	Ana Srebrnič
Q46896	Zlatan Ibrahimović
Q469593	François Sterchele
Q470173	Michel Jadoul
Q47024	People's Artist of the RSFSR
Q470256	Gennadi Strekalov
Q470340	Jamie O'Hara
Q470376	Mordechai Spiegler
Q47048	Oulu
Q47050	Netherlands national association football team
Q470558	Dimitris Grammozis
Q470660	Markus Heppke
Q470727	Martin Taylor
Q470729	Tony Cascarino
Q471053	Richard Hastings
Q471084	Hans Tikkanen
Q471237	Juho Vennola
Q471369	Pyotr Lebedev
Q471507	Vitālijs Maksimenko
Q471560	Maxime Monfort
Q47170	Prize in Economic Sciences in Memory of Alfred Nobel
Q471747	Milivoje Ćirković
Q47182	FK Daugava (2003)
Q471975	Vyacheslav Hleb
Q4722629	Hong Kong Film Award for Best Film
Q472314	Arkadiusz Radomski
Q472416	Sead Zilić
Q472583	Vladimír Janočko
Q472752	Changchun Yatai F.C.
Q472771	Hristu Chiacu
Q472777	Mircea Axente
Q472793	Florea Voinea
Q472807	Danni Jensen
Q472811	Valentin Stănescu
Q472820	Ammarnäs
Q472921	Tsutomu Mizukami
Q472966	Daniel Alsina Leal
Q473161	Nová Buková
Q473172	Mantel
Q473184	Valeri Filippov
Q473259	Ammerthal
Q473292	Marconi Prize
Q473313	Ammo Baba
Q473460	Karl-Heinz Granitza
Q473707	Saint-Maurice-de-Ventalon
Q473710	Wolpertswende
Q473790	Joel Lebowitz
Q4744486	American Music Award for Favorite Contemporary Inspirational Artist
Q474589	Tymákov
Q474601	Stříbrné Hory
Q47475	Sigüenza
Q475016	Hlubočky
Q475058	Akat Amnuai
Q475061	amphoe
Q475099	Ban Fang
Q475101	Ban Haet
Q47517	Dragiša Binić
Q475186	Dirk Langerbein
Q475322	Chai Buri
Q475396	Chiang Muan
Q47548	Víctor Valdés
Q47561	Ivo Andrić
Q475838	Krong Pinang
Q475872	Lam Luk Ka
Q475889	Lan Sak
Q475949	Mae Poen
Q476127	Na Haeo
Q476264	Nong Mamong
Q476566	Renu Nakhon
Q476621	Alexander Östlund
Q476836	Arsenal Fútbol Club
Q476881	Thanyaburi
Q477032	André Ricardo Soares
Q477232	Aktobe
Q477250	Shelton Martis
Q47762	England men's national association football team
Q47774	France men's national association football team
Q477850	Mourad Meghni
Q478189	Mike Hancock
Q478309	XDS Astana Team
Q478317	Coritiba F.C.
Q478412	Colbert Marlot
Q478588	Andreas Ravelli
Q478850	Order of the Red Banner of Labour
Q4790397	Ariel Award for Best Actress
Q479351	SV Darmstadt 98
Q47965	Torquay United F.C.
Q479958	Florian Jungwirth
Q48053	Kirill Moskalenko
Q4806631	Asian Film Award for Best Director
Q481414	Amtzell
Q481432	Bronisław Komorowski
Q48149	Fyodor Ivanovich Tolbukhin
Q48189	Teutonic Order
Q4822180	Aurealis Award for best science fiction novel
Q482406	FC Seoul
Q482449	Suwon Samsung Bluewings FC
Q482540	Seongnam FC
Q4825450	Austria national under-17 association football team
Q48256	Dnipro
Q482562	Incheon United FC
Q482566	Jeonnam Dragons FC
Q482617	Jeju SK FC
Q482764	Al-Nassr
Q482931	Ferenc Puskás
Q482955	Edwin van der Sar
Q482971	Ana Matnadze
Q483020	Paris Saint-Germain FC
Q483044	Daegu FC
Q483070	Kim Jin-kyu
Q483137	Petr Čech
Q483145	Luís Figo
Q483152	Jeonbuk Hyundai Motors FC
Q483202	Serhiy Skachenko
Q483417	Rio Ferdinand
Q4834543	BAFTA Award for Most Promising Newcomer to Leading Film Roles
Q483510	Nam Tae-hee
Q4835465	BET Award for Athlete of the Century
Q4835466	BET Award for Best Actor & Actress
Q483577	Rivaldo
Q483583	Alan Shearer
Q483776	Noh Jung-yoon
Q483856	Turkey men's national football team
Q483868	Czechia men's national football team
Q484170	commune of France
Q484450	Buffalo County
Q484465	Harding County
Q484536	Sangju Sangmu FC
Q484541	Kwon Jun
Q484584	Daejeon Hana Citizen FC
Q484766	Tomasz Kuszczak
Q484915	Konstantin Maslak
Q484932	William Watson
Q484968	Louis Saha
Q484981	Láchar
Q485272	Sim Woo-yeon
Q485813	SC 07 Bad Neuenahr
Q485997	Supercopa de España
Q486064	Covington County
Q486147	Kim Byung-ji
Q48625	Valur Gíslason
Q48630	Gordan Bunoza
Q486354	Kim Tae-yeon
Q486592	Alon Greenfeld
Q486762	Blazhe Ilijoski
Q486778	Boris Gelfand
Q486955	Javier Arley Reina Calvo
Q48705	César Award for Best Male Revelation
Q487070	Dessau
Q487113	Aryam Abreu Delgado
Q487155	Hugo Sánchez
Q487302	Mauricio Mendoza
Q487321	Uzbekistan men's national football team
Q487793	Anatoly Lein
Q48786	Sakharov Prize
Q487901	Dinélson
Q487971	Bad Reichenhall
Q487983	Anatoly Petrovich Alexandrov
Q488149	Stipe Lapić
Q488165	Anatoliy Demyanenko
Q48834	Grant County
Q48843	Accrington Stanley F.C.
Q488454	South Korea national under-23 football team
Q488508	Denilson Martins Nascimento
Q48851	AFC Wimbledon
Q488512	Custer County
Q488612	Teisnach
Q488651	Academy Award for Best Original Score
Q488709	Langdorf
Q48879	Bradford City A.F.C.
Q489054	Patersdorf
Q489083	Clark County
Q489088	Brule County
Q489106	Campbell County
Q48911	F.C. Lorient
Q489164	Kirchdorf im Wald
Q48925	Bristol Rovers F.C.
Q48933	Oliver County
Q48935	Chesterfield F.C.
Q48938	Dagenham & Redbridge F.C.
Q48939	Exeter City F.C.
Q48943	Gillingham F.C.
Q48945	Northampton Town F.C.
Q48946	Oxford United F.C.
Q48947	Plymouth Argyle F.C.
Q48948	Port Vale F.C.
Q48949	Rochdale A.F.C.
Q48950	Rotherham United F.C.
Q48951	Southend United F.C.
Q48953	Wycombe Wanderers F.C.
Q489539	Andrezinho
Q489594	Choi Hyo-jin
Q4896608	Best Coach/Manager ESPY Award
Q4896696	Best International Athlete ESPY Award
Q48967	Katrin Göring-Eckardt
Q4896724	Best Male Athlete ESPY Award
Q4896731	Best Male Tennis Player ESPY Award
Q489682	Logan County
Q489690	Hayes County
Q489711	Thomas County
Q489747	Rock County
Q489751	Sioux County
Q489767	Garfield County
Q48977	Archer John Porter Martin
Q48978	LMFAO
Q489828	Jo Woo-jin
Q489833	Saša Drakulić
Q48989	ZDF
Q49001	Whoopi Goldberg
Q490457	Rendsburg
Q490586	R.A.E.C. Mons
Q49088	Columbia University
Q491025	IIFA Award for Best Movie
Q49108	Massachusetts Institute of Technology
Q49112	Yale University
Q491284	Raimundo Nonato de Lima Ribeiro
Q491402	Hemau
Q491435	Bayerisch Eisenstein
Q491510	Anderson Costa
Q491544	José Ortigoza
Q491575	Hans Cieslarczyk
Q491587	Park Chul-woo
Q4916	euro
Q491875	Seo Yong-duk
Q492029	Tiziano Ferro
Q492159	US Créteil-Lusitanos
Q492174	Andjelko Urosević
Q492182	Kim Yong-hee
Q492419	FCR 2001 Duisburg
Q492441	Daniël Stellwagen
Q492446	Luís Galego
Q492560	IIFA Award for Best Music Director
Q492580	Frank Hoste
Q492826	MKE Ankaragücü
Q492836	Kim In-sung
Q492842	Oleg Elyshev
Q493080	Aleksei Prudnikov
Q493096	Paul Janes
Q49313	Camalaniugan
Q493138	Andre Frolov
Q49325	Albert Schweitzer
Q49330	Doctors Without Borders
Q4934	Larry Page
Q493580	Andrea Capone
Q49363	Cordon
Q49366	
Q494913	Dalian Atkinson
Q495027	Busan IPark FC
Q495082	Junio César Arcanjo
Q495136	Bergson Gustavo Silveira da Silva
Q495165	Bath County
Q495299	Galatasaray S.K.
Q495309	Fabrício Souza
Q495313	Joao Maria Lima do Nascimento
Q495417	Faulk County
Q495418	Server Djeparov
Q495477	Kim Kyung-jung
Q495512	Kim Gwi-hyeon
Q495746	Eric Obinna Chukwunyelu
Q495886	Kim Yong-se
Q495929	South Korea national under-20 football team
Q49601	Peter von Matt
Q496065	Jade North
Q496071	Mato Neretljak
Q496233	Denis Laktionov
Q496489	Bad Buchau
Q496553	Gary Hooper
Q496672	Hong Kong Exchanges And Clearing Ltd
Q49721	Ludwig Fels
Q497389	Park Yong-ho
Q497580	Andreas Granskov
Q497594	Young Union
Q49762	Christian Democratic Union
Q4976591	Shadow Home Secretary
Q49768	Social Democratic Party of Germany
Q497758	Louvergny
Q49779	Ronald Gërçaliu
Q49798	Tobias Nickenig
Q498026	Bogdan Milić
Q49803	Halil Savran
Q49807	Jakub Sylvestr
Q49808	Andreas Wiegel
Q49811	Karsten Baumann
Q49823	Dana Scott
Q498268	Hans Tilkowski
Q498307	Randolph County
Q498396	Yuta Baba
Q498473	Hamilton Academical F.C.
Q498478	South Africa national rugby union team
Q498579	Andreas Johansson
Q498837	Giuseppe Cardone
Q4992254	Grammy Award for Best Music Film
Q499245	Andreas Lasnik
Q499350	Andreas Lukse
Q499520	Andreas Merkle
Q499616	Club Nacional de Football
Q499822	Andreas Ogris
Q499883	Wallace Oliveira dos Santos
Q500938	Ihor Levchenko
Q500988	FK Žalgiris
Q501130	Bristol Bay Borough
Q501245	Venezia F.C.
Q501372	Unione Sportiva Catanzaro
Q5014111	CR Vasco da Gama
Q501693	ES Troyes AC
Q502067	Galaxy Quest
Q5024	Abel Xavier
Q502642	Windischeschenbach
Q502717	Eppenschlag
Q502780	Forchtenberg
Q502928	Leon Andreasen
Q502937	Flemming Povlsen
Q502947	Pressath
Q5029522	Canada national under-20 association football team
Q503028	Petersburg Census Area
Q503158	Andrejs Perepļotkins
Q503160	Wolfratshausen
Q503189	Andrejs Rubins
Q503281	Wim Jansen
Q503291	Neudenau
Q503317	Dijon FCO
Q503321	C.D. Guadalajara
Q503421	Alain Sutter
Q503460	Pirk
Q503466	Jason Bent
Q503479	Irchenrieth
Q503684	Fintel
Q503699	Ihrlerstein
Q503878	Offenau
Q503945	
Q503965	Wildenberg
Q504131	Hossein Kaebi
Q504141	Damir Pekič
Q504217	Witzmannsberg
Q504225	Hutthurm
Q504274	Stewart Haslinger
Q504299	Christian Sivebæk
Q504392	Andrew Martin
Q504393	Tony Sylva
Q504585	Ebermannstadt
Q504610	Nigel Hasselbaink
Q504648	
Q504691	Seybothenreuth
Q504746	Schrobenhausen
Q504805	John Varley
Q504950	Salzweg
Q505140	Niederalteich
Q505153	Oberthulba
Q505158	Tittmoning
Q505242	Kupferberg
Q505288	Ipsheim
Q505352	Aura an der Saale
Q505771	Per Pedersen
Q505864	Steffen Freund
Q505905	Grainet
Q505961	Waldkirchen
Q50602	Manchester City F.C.
Q506493	Mikhail Gurevich
Q506549	Fridingen an der Donau
Q506568	Anıl Dilaver
Q506577	Oberdachstetten
Q506678	Ted Ringwood
Q506731	Enis Hajri
Q506780	Wolfach
Q506832	Club Athletico Paranaense
Q50684	paramount leader of the People's Republic of China
Q506849	Bobby Wood
Q50713	Jean Renoir
Q507190	Paco Alcácer
Q507305	Schlammersdorf
Q507317	Daniel Veyt
Q507368	Denis Alibec
Q507444	Henan F.C.
Q507492	Kostelní Radouň
Q507711	Jean-René Koch
Q507741	Kirchenlamitz
Q507904	Floß
Q507911	Eslarn
Q508033	Murat Akça
Q508038	El Granado
Q508042	Solany
Q508061	Erik Solér
Q50807	Dudu Georgescu
Q508122	Schwaig bei Nürnberg
Q508322	FC Gueugnon
Q508440	Santa Cruz Futebol Clube
Q508457	Melque de Cercos
Q508489	Juan Antonio Pizzi
Q508771	Offenberg
Q508835	Sekou Oliseh
Q509039	Chiprana
Q509107	Pedro Troglio
Q509129	Eichendorf
Q509489	Pascal Groß
Q509505	Igor Korneev
Q509557	Krün
Q509566	Plattling
Q509688	Andrey Popoviç
Q5096927	Chief Secretary to the Treasury
Q509703	Přešťovice
Q509788	Manzanera
Q509801	Rampla Juniors Football Club
Q509957	James E. Darnell
Q510082	Vysoký Újezd
Q510175	Cannes Best Director Award
Q51023	Vanessa Paradis
Q510299	Angelo Anquilletti
Q510397	Sandro Puppo
Q510483	Brněnec
Q51067	Lenin Prize
Q511113	Grafengehaig
Q511307	Bence Zámbó
Q511508	Postau
Q511565	Jerry Palacios
Q511605	Stipe Matić
Q511857	Seeg
Q512217	Asni
Q512226	Guillano Grot
Q512459	Isabella Karle
Q512476	FK Viktoria Žižkov
Q512714	Caleb Fairly
Q512719	Hohenthann
Q512865	Domènec Balmanya
Q512969	Dijilly Arsene Dit Patrick Vouho
Q512970	Kleinaitingen
Q512981	Haines Borough
Q513145	Tokushima Vortis
Q513230	Hao Junmin
Q513237	Kocaelispor
Q513249	Kümmersbruck
Q513261	Obersüßbach
Q513319	Sebastián Carrera
Q513493	Al Shabab Al Arabi Club
Q513580	Ariza Makukula
Q513587	Jesús Unanua
Q513637	Arenzana de Arriba
Q513840	Konyaspor
Q513874	José Ángel Crespo
Q513904	Michael Jakobsen
Q514375	Cléber Santana
Q514714	Netherlands national under-19 football team
Q514715	Hengersberg
Q51475	Ambaguio
Q514758	Hrvoje Vejić
Q51495	William Wyler
Q515	city
Q515012	Andrzej Iwan
Q515170	Olivier Werner
Q515176	Weidenstetten
Q515178	Deportivo Pereira
Q515280	Untermarchtal
Q515332	Requejo
